1ch,2ch,3ch,4ch,5ch,6ch,7ch,8ch,class
3.46,4.85,7.69,10.17,10.14,2.13,1.32,1.45,ko
3.46,4.81,7.66,10.17,10.12,2.1,1.32,1.43,ko
3.35,4.36,7.18,10.7,10.07,2.1,1.32,1.45,ko
3.35,4.52,7.46,10.38,9.56,2.1,1.4,1.38,ko
3.07,4.4,7.45,10.45,8.33,1.79,1.22,1.45,ko
3.1,4.44,7.45,10.45,8.45,1.73,1.4,1.58,ko
3.03,4.87,7.77,9.25,8.2,1.84,1.4,1.53,ko
3.01,4.95,7.74,9.24,7.85,1.8,1.4,1.48,ko
2.77,5.07,7.67,9.21,8.08,1.79,1.38,1.41,ko
3.18,5.08,8.27,7.9,8.19,1.99,1.52,1.34,ko
3.08,5.11,8.42,7.77,8.37,1.92,1.47,1.32,ko
3.08,5.14,8.63,9.31,7.85,1.92,1.47,1.41,ko
3.06,5.14,8.63,9.3,8.3,2.04,1.48,1.36,ko
3.12,5.14,8.86,9.62,8.15,1.83,1.48,1.36,ko
2.95,5.19,9.02,9.65,8.15,1.84,1.41,1.28,ko
3.23,5.05,9.02,10.33,8.14,1.84,1.34,1.28,ko
3.21,5.03,9.02,10.37,7.23,1.84,1.36,1.34,ko
3.15,5.34,9.07,9.9,7.23,1.84,1.43,1.28,ko
3.07,5.31,9.07,9.94,8.22,1.91,1.45,1.28,ko
2.97,4.84,6.59,9.79,8.09,1.91,1.45,1.28,ko
2.87,4.5,6.35,10.08,7.94,1.87,1.43,1.28,ko
2.87,5.61,6.39,9.72,7.97,1.87,1.41,1.36,ko
2.91,5.63,6.4,12.62,7.93,1.8,1.36,1.34,ko
2.91,5.82,6.2,12.8,8.54,1.84,1.3,1.36,ko
2.98,5.81,6.24,12.72,8.61,2.04,1.38,1.36,ko
3.24,5.74,6.24,12.53,8.51,2.14,1.22,1.2,ko
4.06,5.67,6.61,12.8,7.3,2.09,1.16,1.18,ko
4.15,5.56,6.7,12.83,7.28,2.12,1.16,1.24,ko
3.99,6.64,7.21,13.86,6.93,2.3,1.18,1.53,ko
3.67,6.67,6.55,13.88,6.8,2.13,1.07,1.55,ko
3.65,6.7,6.55,13.77,6.6,2.1,1.14,1.55,ko
3.59,6.91,6.38,12.78,6.83,2.19,1.22,1.47,ko
3.65,6.89,6.36,12.78,6.3,2.13,1.2,1.45,ko
3.91,6.97,6.14,12.82,6.36,2.13,1.2,1.45,ko
3.99,7.23,5.94,12.77,6.34,2.12,1.2,1.47,ko
3.86,7.37,6.14,12.13,6.46,2.12,1.2,1.47,ko
4.08,7.47,5.94,12.32,6.46,2.12,1.18,1.4,ko
4.13,7.14,5.88,12.45,6.4,2.12,1.1,1.38,ko
4.13,7.13,5.84,12.45,5.1,2.12,1.1,1.53,ko
4.16,7.04,5.81,12.52,5.05,2.21,1.12,1.55,ko
4.16,7.04,5.81,13.31,5.52,2.38,1.2,1.57,ko
4.31,6.19,5.72,13.27,5.48,2.37,1.64,1.52,ko
4.31,6.32,5.86,10.35,5.5,2.33,1.76,1.53,ko
4.32,6.09,5.86,10.11,4.63,2.29,1.8,1.52,ko
4.27,6.13,5.89,10.1,4.63,2.29,1.76,1.47,ko
4.53,6.45,6.15,10.21,4.54,2.37,1.8,1.6,ko
3.86,6.23,5.37,9.87,4.72,2.37,1.8,1.66,ko
3.81,6.42,5.29,9.87,4.71,2.33,1.79,1.6,ko
3.81,5.18,4.56,8.31,4.79,2.26,1.77,1.32,ko
4.12,5.13,4.52,8.19,5.03,2.35,2.05,1.47,ko
4.14,5.05,4.6,8.15,5.03,2.33,2.01,1.53,ko
4.14,4.86,4.41,8.15,4.75,2.25,1.96,1.53,ko
4.09,4.84,4.46,8.23,5.06,2.21,1.96,1.55,ko
3.81,4.73,4.97,7.78,5.77,2.26,1.95,1.55,ko
3.71,4.34,5.01,7.77,5.75,2.36,1.95,1.53,ko
3.71,4.1,5.26,7.45,5.87,2.39,1.96,1.58,ko
3.46,4.03,5.42,7.16,5.94,2.44,2.01,1.64,ko
3.51,4.3,5.42,7.31,5.93,2.52,2.02,1.64,ko
3.54,4.73,5.42,7.74,5.83,2.43,2.01,1.5,ko
3.54,4.6,5.58,7.63,5.73,2.35,2.01,1.5,ko
3.58,4.6,5.58,5.71,5.32,2.17,1.97,1.73,ko
3.51,4.69,5.58,5.76,5.41,2.17,1.69,1.73,ko
3.49,4.51,5.46,5.12,5.66,2.2,1.61,1.72,ko
3.52,4.46,5.27,5.12,5.45,2.21,1.55,1.72,ko
3.53,4.43,5.57,7.73,5.41,2.04,1.67,1.72,ko
3.41,4.05,5.35,7.57,5.63,1.83,1.63,1.58,ko
3.46,3.99,5.28,7.57,5.63,1.79,1.61,1.53,ko
3.51,3.78,5.31,7.53,5.63,1.77,1.67,1.53,ko
3.62,3.78,5.35,7.77,5.56,1.66,1.73,1.55,ko
3.62,3.89,5.43,7.82,5.34,1.58,1.32,1.47,ko
3.6,3.89,5.43,7.89,5.34,1.58,1.32,1.47,ko
3.6,3.73,5.43,8.19,5.94,1.63,1.34,1.47,ko
3.6,3.73,5.61,8.12,5.67,1.63,1.36,1.45,ko
3.63,3.7,5.04,8.15,4.99,1.7,1.36,1.5,ko
3.63,3.7,4.92,8.8,5.3,1.57,1.38,1.5,ko
3.55,3.65,4.47,9.27,5.03,1.5,1.43,1.43,ko
3.57,4.67,5.97,9.31,4.91,1.34,1.38,1.43,ko
3.57,4.4,5.98,9.14,4.95,1.24,1.43,1.58,ko
3.57,4.07,5.99,9.44,5.26,1.24,1.43,1.6,ko
3.54,4.12,5.84,10.53,5.55,1.24,1.43,1.6,ko
3.48,4.15,6.11,10.58,5.52,1.26,1.43,1.32,ko
3.71,4.05,6.11,10.54,5.64,1.55,1.43,1.32,ko
3.77,4.12,6.11,10.59,5.37,1.55,1.43,1.4,ko
3.77,4.72,6.22,10.59,5.47,1.6,1.45,1.41,ko
3.77,4.74,5.99,8.86,5.41,1.58,1.3,1.41,ko
3.38,4.74,5.92,9.04,5.18,1.58,1.3,1.48,ko
3.62,4.74,6.07,9.11,5.06,1.63,1.58,1.61,ko
3.54,4.68,6.99,9.2,5.14,1.64,1.58,1.61,ko
3.38,4.76,6.99,9.07,5.18,1.63,1.53,1.6,ko
3.03,4.68,7.58,9.02,5.18,1.57,1.53,1.6,ko
3.1,4.65,7.4,8.95,5.37,1.63,1.53,1.55,ko
3.57,4.65,7.51,9.56,4.7,1.58,1.52,1.5,ko
3.63,4.73,7.4,10.19,4.71,1.57,1.5,1.5,ko
3.67,4.86,7.61,10.29,4.62,1.41,1.5,1.58,ko
3.77,4.86,7.64,10.8,5.29,1.43,1.63,1.58,ko
3.81,4.86,7.62,10.46,5.62,1.58,1.8,1.6,ko
3.81,4.04,6.34,10.34,5.62,1.6,1.8,1.55,ko
3.71,4.04,6.42,10.26,6.01,1.53,1.8,1.47,ko
3.68,3.89,6.5,10.19,5.81,1.6,1.92,1.45,ko
3.65,4.32,6.53,9.05,5.53,1.6,1.92,1.45,ko
3.75,4.32,6.43,9.48,5.54,1.6,1.92,1.47,ko
4.34,4.68,7.41,9.52,5.41,1.34,1.87,1.47,ko
4.29,4.68,7.47,10.28,5.41,1.28,1.83,1.41,ko
4.24,3.99,8.27,10.32,5.52,1.28,1.83,1.41,ko
4.24,3.96,8.22,10.32,5.5,1.36,1.83,1.4,ko
4.19,3.86,8.23,10.77,5.58,1.63,2.02,1.34,ko
4.19,3.92,8.17,10.72,5.48,1.8,1.87,1.16,ko
4.19,3.95,7.43,12.12,5.52,1.8,1.82,1.16,ko
4.22,3.87,7.45,12.12,5.84,1.86,1.8,1.16,ko
4.2,4.02,6.78,12.28,6.04,1.86,1.86,1.07,ko
4.17,4.01,6.76,12.85,6.96,1.86,1.84,1.14,ko
3.79,4.38,6.69,12.23,6.95,1.86,1.86,1.12,ko
3.84,4.3,6.63,11.77,7.29,1.91,1.87,1.12,ko
3.84,4.15,6.38,11.66,7.67,1.92,1.92,0.92,ko
3.84,4.12,6.73,11.07,8.43,1.91,1.82,1.45,ko
3.79,4.11,7.81,10.96,8.26,1.91,1.6,1.58,ko
3.87,3.86,7.96,10.97,8.29,1.91,1.64,1.63,ko
3.96,4.08,8.08,11.09,8.13,2.11,1.64,1.58,ko
3.99,4.08,8.01,10.57,8.1,2.07,1.57,1.64,ko
4.09,3.72,8.1,11.15,8.1,2.17,1.61,1.64,ko
4.04,3.86,8.01,10.79,8.13,2.2,1.6,1.64,ko
3.22,3.43,7.11,11.26,8.33,2.24,1.61,1.64,ko
3.26,3.38,7.05,10.75,8.46,2.27,1.61,1.64,ko
3.26,3.38,5.94,10.72,8.42,2.24,1.61,1.63,ko
3.29,3.53,5.92,10.72,8.91,2.2,1.6,1.63,ko
3.31,3.85,6.11,10.35,8.89,2.02,1.4,1.67,ko
2.92,3.82,6.06,10.32,9.28,1.87,1.4,1.69,ko
2.96,3.77,6.1,8.67,9.22,1.91,1.4,1.7,ko
3.18,3.85,6.1,8.8,9.01,1.97,1.47,1.76,ko
3.24,4.2,6.09,8.57,8.9,1.99,1.41,1.82,ko
3.24,4.21,6.11,8.89,8.09,1.94,1.41,1.77,ko
3.28,4.12,6.15,9.4,8.08,1.92,1.47,1.79,ko
3.16,4.17,6.15,9.52,7.92,1.88,1.47,1.8,ko
3.07,4.18,6.16,9.56,7.55,1.99,1.47,1.84,ko
3.01,4.36,5.76,9.24,5.95,1.99,1.45,1.48,ko
3.13,4.36,4.12,9.5,5.86,1.88,1.5,1.4,ko
3.07,4.34,3.84,10.05,5.82,1.99,1.43,1.34,ko
2.94,4.13,3.51,9.87,5.62,1.77,1.36,1.32,ko
2.92,4.18,3.49,9.96,6.03,1.82,1.28,1.32,ko
2.85,4.06,3.26,9.39,6.03,1.7,1.22,1.3,ko
2.81,3.91,3.22,9.88,5.97,1.7,1.3,1.3,ko
2.59,3.91,3.09,9.3,5.69,1.66,1.36,1.3,ko
2.64,4.01,3.22,9.12,5.55,1.6,1.34,1.28,ko
2.71,4.06,3.41,9.12,5.45,1.6,1.34,1.36,ko
2.67,4.06,3.44,9.15,4.62,1.58,1.34,1.36,ko
2.67,3.75,3.07,9.01,4.59,1.63,1.26,1.3,ko
2.71,3.73,3.07,9.02,4.59,1.63,1.2,1.3,ko
2.64,3.89,2.77,8.93,4.59,1.63,1.22,1.28,ko
2.28,3.84,2.64,8.71,4.58,1.5,1.16,1.28,ko
2.28,3.34,3.06,8.73,4.53,1.73,1.22,1.2,ko
2.25,3.43,3.11,8.97,4.45,1.75,1.22,1.18,ko
2.14,3.06,3.11,8.48,4.49,1.76,1.14,1.16,ko
2.14,3.02,3.11,10.63,4.77,1.8,1.12,1.16,ko
2.14,3.02,3.21,10.59,4.75,1.67,1.05,1.1,ko
2.09,2.92,3.25,10.53,4.71,1.73,1.07,1.07,ko
1.94,2.93,4.21,10.3,4.7,1.73,1,1,ko
2.02,2.93,4.4,10.46,4.95,1.66,1.02,1,ko
2.13,2.92,4.36,10.48,5.11,1.66,1.02,1.02,ko
2.22,2.88,4.56,10.46,5.01,1.73,1.12,1.14,ko
2.17,2.98,4.54,10.66,6.72,2.05,1.18,1.16,ko
2.17,3.18,4.94,10.18,6.72,2.05,1.28,1.32,ko
2.16,3.18,5.12,10.42,6.62,2.04,1.2,1.3,ko
2.06,2.98,5.12,10.35,6.74,2.14,1.22,1.32,ko
2.06,2.94,5.04,12.33,7.2,2.13,1.2,1.26,ko
2.07,3.03,5.12,13.18,7.23,2.14,1.2,1.28,ko
2.07,3.03,5.68,13.2,7.22,2.11,1.2,1.34,ko
2.04,3.41,5.77,13.2,6.83,2.25,1.2,1.32,ko
2.07,3.29,5.77,13.71,6.91,2.2,1.18,1.32,ko
2.07,3.34,5.77,13.77,7.26,2.24,1.24,1.24,ko
2.26,3.3,5.63,14.85,7.9,2.05,1.24,1.26,ko
2.26,3.25,5.56,14.01,7.95,2.05,1.24,1.26,ko
2.52,3.24,5.49,14.15,7.95,2.09,1.32,1.28,ko
2.51,3.24,5.48,12.74,7.63,2.05,1.4,1.28,ko
2.51,3.24,5.52,12.76,7.63,2.06,1.38,1.28,ko
2.48,3.05,5.55,12.94,7.63,2.06,1.43,1.3,ko
3.31,3.17,4.87,12.97,7.64,2.1,1.48,1.45,ko
3.89,3.51,4.81,12.43,7.53,2.06,1.48,1.58,ko
3.83,3.75,4.89,12.93,8.14,2.07,1.48,1.57,ko
3.78,3.96,4.73,12.88,7.9,1.96,1.57,1.43,ko
3.78,3.86,4.81,12.65,6.52,1.67,1.64,1.67,ko
3.78,3.86,4.46,12.65,6.53,1.75,1.87,1.9,ko
3.94,3.88,4.3,12.45,6.56,1.76,1.88,1.9,ko
3.94,3.93,4.25,12.44,6.62,1.64,1.88,1.88,ko
3.88,3.91,4.22,10.47,6.07,1.77,1.9,1.87,ko
3.88,3.78,4.44,9.8,6.1,1.82,1.95,1.86,ko
3.96,3.88,3.73,10.92,6.1,1.8,1.96,2.54,ko
3.96,3.97,4.59,10.99,6.01,1.57,1.96,2.55,ko
3.94,4.07,4.59,10.33,7.02,1.57,1.97,2.7,ko
3.94,4.07,4.59,10.24,6.84,1.52,1.92,2.74,ko
3.83,4.15,5.02,8.59,6.56,1.58,1.88,2.77,ko
3.83,4.12,5.02,8.68,6.52,1.63,1.9,2.77,ko
3.73,4.12,5.46,8.39,6.58,1.57,1.86,2.77,ko
3.75,4.12,5.82,7.96,6.71,1.55,1.82,2.76,ko
4.35,4.12,5.92,7.94,6.71,1.55,1.94,2.75,ko
4.35,4.4,5.96,7.66,7.07,1.55,1.88,2.74,ko
3.79,4.32,6.06,9.19,7.22,1.5,1.84,2.66,ko
3.06,4.24,6.22,9.21,7.34,1.48,1.84,2.59,ko
3.06,4.4,6.68,8.39,6.53,1.53,1.84,2.63,ko
3.05,4.4,7.18,8.44,6.51,1.55,1.73,2.63,ko
3.05,4.43,7.47,8.73,6.51,1.48,1.6,2.51,ko
3.02,4.28,7.45,8.89,6.51,1.32,1.14,2.25,ko
2.84,4.28,7.45,9.49,6.47,1.3,1.12,2.29,ko
3.24,4.23,7.56,9.5,6.25,1.45,1.12,2.33,ko
3.31,4.43,7.93,9.54,6.33,1.45,1.12,2.33,ko
3.31,4.35,7.76,9.18,6.3,1.53,1.02,2.35,ko
3.19,4.46,7.86,7.87,6.69,1.55,1.02,1.52,ko
3.19,4.09,7.31,7.91,6.63,1.61,1,1.57,ko
3.19,3.99,7.36,7.9,5.43,1.63,0.97,1.3,ko
3.21,3.89,7.36,7.91,5.22,1.61,1,1.24,ko
3.15,3.79,7.04,7.91,4.65,1.57,1.07,1.18,ko
3.15,3.87,7.32,7.79,4.63,1.57,1.07,1.18,ko
3.08,4.71,7.64,7.95,4.52,1.58,1.07,1.2,ko
3.12,5.29,7.7,7.95,4.59,1.64,1.14,1.2,ko
2.36,5.4,7.55,7.95,4.59,1.64,0.95,1.22,ko
2.44,5.19,7.67,8.09,4.16,1.6,0.95,1.24,ko
2.39,5.26,7.65,6.38,4.46,1.58,0.92,1.22,ko
2.4,5.32,7.49,8.87,4.32,1.6,0.92,1.2,ko
2.49,5.25,7.12,9.56,5.21,1.6,1.02,1.14,ko
2.5,5.1,6.83,9.78,5.21,1.64,1.02,1.12,ko
2.5,5.2,6.76,9.56,5.36,1.66,1.05,1.05,ko
2.84,5.22,6.79,9.42,5.42,1.67,1.05,1.14,ko
2.88,5.2,6.84,8.82,5.4,1.8,1.14,1.24,ko
2.43,5.21,6.7,8.88,5.38,1.73,1.14,1.16,ko
2.38,5.42,6.42,8.94,5.26,1.66,1.12,1.18,ko
2.72,5.77,6.84,9.53,5.39,1.58,1.2,1.24,ko
2.93,5.62,7.5,9.83,5.94,1.57,1.18,1.32,ko
2.94,5.69,7.58,9.8,5.97,1.5,1.18,1.26,ko
2.93,5.81,7.69,10.15,6.38,1.48,1.18,1.32,ko
3.03,5.82,7.69,10.15,6.9,1.63,1.34,1.32,ko
3.41,5.86,7.67,10.19,6.88,1.61,1.26,1.32,ko
3.58,5.94,7.57,11.41,6.89,1.57,1.32,1.32,ko
3.57,5.3,6.89,11.32,6.88,1.69,1.3,1.38,ko
3.68,4.72,6.66,11.33,6.76,1.69,1.24,1.4,ko
3.6,4.63,7.45,11.44,6.77,1.73,1.22,1.45,ko
3.65,4.62,7.23,11.63,6.71,1.73,1.3,1.5,ko
4.04,4.72,7.19,13.71,6.36,1.79,1.38,1.52,ko
4.03,4.46,7.3,12.24,6.26,1.83,1.38,1.53,ko
4.07,4.39,7.18,11.71,5.55,1.9,1.3,1.52,ko
4.64,6.75,7.01,11.55,5.59,1.86,1.28,1.76,ko
4.95,8.02,6.78,11.88,5.54,1.84,1.34,1.76,ko
4.79,8.25,6.9,12.72,5.58,1.83,1.41,1.7,ko
4.79,8.26,6.87,14.37,5.65,1.76,1.36,1.7,ko
5.28,8.3,6.85,14.41,5.74,1.72,1.36,1.7,ko
5.28,8.16,6.67,14.36,5.85,1.66,1.36,1.69,ko
5.15,7.99,6.2,13.92,5.76,1.66,1.3,1.64,ko
5.11,7.99,5.33,13.63,4.77,1.67,1.32,1.58,ko
5.15,8.31,5.59,13.6,5.32,1.69,1.34,1.58,ko
5.19,8.2,5.53,13.38,5.15,1.7,1.34,1.52,ko
5.19,8.55,5.64,14.58,4.4,1.58,1.18,1.5,ko
4.97,8.55,5.67,14.55,4.39,1.6,1.2,1.48,ko
4.86,8.45,5.49,13.68,4.65,1.82,1.2,1.47,ko
4.88,8.55,5.5,14.02,4.7,1.75,1.22,1.4,ko
4.88,8.59,5.36,14.12,4.66,1.82,1.22,1.38,ko
4.94,8.61,4.39,14.04,4.77,1.76,1.3,1.3,ko
4.99,8.62,4.59,13.83,4.73,1.75,1.22,1.22,ko
4.68,8.75,4.7,12,5.01,1.7,1.16,1.22,ko
4.73,8.97,4.63,11.98,5.08,1.66,1.16,1.22,ko
4.66,8.87,4.71,12.03,5.39,1.66,1.16,1.22,ko
4.19,7.24,4.63,12.11,5.35,1.87,1.24,0.95,ko
3.81,5.73,4.67,11.81,5.35,1.87,1.16,1.02,ko
3.85,5.38,4.43,11.16,5.69,1.92,1.1,1.02,ko
3.85,5.45,4.61,8.92,5.63,1.92,1.26,0.81,ko
3.5,5.39,4.85,8.92,5.8,2.11,1.41,0.92,ko
3.5,5.23,4.92,9.08,5.69,2.21,1.43,0.92,ko
3.69,5.11,5.41,9.05,5.63,2.18,1.48,0.92,ko
3.61,5.15,5.46,9,5.67,2.17,1.47,0.95,ko
3.79,4.79,5.09,9.35,5.12,2.33,1.47,1.14,ko
3.75,4.8,5.04,9.6,4.8,2.33,1.48,1.14,ko
3.65,4.21,5.31,7.76,4.88,2.33,1.48,1.14,ko
3.65,4.44,5.27,7.83,5.05,2.32,1.48,1.16,ko
3.63,4.53,5.46,7.77,4.81,2.16,1.43,1.18,ko
3.6,4.53,5.55,7.28,4.85,2.12,1.41,1.18,ko
3.42,4.79,5.58,7.47,4.85,2.06,1.47,1.18,ko
3.3,4.71,5.41,7.91,6.06,2.17,1.47,1.2,ko
3.18,4.69,5.47,7.78,6.07,2.18,1.48,1.22,ko
3.22,4.25,5.4,7.47,5.81,2.21,1.48,1.2,ko
3.34,3.81,5.46,7.47,6.08,2.2,1.48,1.26,ko
3.34,3.83,5.43,7.39,5.83,2.14,1.55,1.26,ko
3.25,3.85,5.59,7.2,5.86,1.95,1.55,1.26,ko
3.29,3.89,5.76,7.77,5.77,1.95,1.57,1.2,ko
3.58,3.87,5.75,7.51,5.36,1.91,1.57,1.22,ko
3.63,3.79,6.15,7.52,5.36,1.87,1.48,1.28,ko
3.84,3.77,6.01,7.47,5.29,1.64,1.34,1.28,ko
3.84,3.83,6.28,7.53,5.4,1.5,1.34,1.3,ko
4.02,3.92,6.55,7.58,6.13,1.73,1.28,1.28,ko
4.05,3.97,6.42,7.74,6.07,1.75,1.36,1.28,ko
4.32,3.67,6.41,7.48,7.27,1.52,1.36,1.18,ko
4.32,3.77,6.45,7.23,7.39,1.57,1.34,1.26,ko
4.37,3.83,6.69,8.06,7.55,1.57,1.32,1.26,ko
4.37,3.53,6.69,8.06,7.43,1.58,1.38,1.32,ko
4.39,3.41,6.56,8.38,7.51,1.58,1.36,1.32,ko
4.44,3.33,6.47,8.73,7.46,1.58,1.43,1.32,ko
4.64,2.89,6.57,8.38,7.46,1.52,1.52,1.34,ko
4.64,2.97,6.71,7.97,6.48,1.38,1.47,1.32,ko
4.61,3,6.76,8.09,6.48,1.38,1.47,1.32,ko
4.7,3.35,6.73,7.99,6.57,1.38,1.47,1.32,ko
4.7,3.35,6.64,8.09,6.29,1.4,1.6,1.26,ko
4.76,3.35,6.64,8.14,6.29,1.32,1.53,1.34,ko
4.76,3.32,6.64,8.16,6.27,1.32,1.53,1.26,ko
5.22,3.47,6.94,7.59,7.21,1.73,1.58,1.41,ko
5.02,3.49,6.95,7.37,7.18,1.72,1.58,1.41,ko
5.18,3.64,6.41,7.64,7.18,1.83,1.58,1.41,ko
4.9,3.63,6.39,8.33,7.77,1.84,1.63,1.61,ko
4.93,3.58,6.08,9.83,8.58,1.9,1.63,1.73,ko
4.73,3.64,5.5,9.88,8.07,1.73,1.63,1.75,ko
4.7,3.59,5.71,9.88,8.05,1.73,1.57,1.75,ko
4.3,3.59,5.72,9.84,7.1,1.73,1.57,1.7,ko
4.33,3.49,5.57,9.81,7.1,1.69,1.57,1.66,ko
4.33,3.56,5.37,9.04,7.16,1.69,1.58,1.79,ko
4.31,3.78,6.71,9.07,7.28,1.67,1.53,1.73,ko
4.74,3.84,6.78,8.73,7.2,1.67,1.67,1.73,ko
4.88,3.7,6.78,10.21,7.42,1.72,1.63,1.73,ko
4.82,5.26,8.01,12.73,7.4,1.94,1.55,1.84,ko
4.95,5.39,7.98,13.09,7.51,1.94,1.55,1.86,ko
4.93,5.39,7.85,13.19,7.53,1.94,1.53,1.86,ko
4.81,5.23,8.3,13.25,7.53,1.9,1.53,1.86,ko
4.76,5.49,8.22,13.21,7.5,1.9,1.4,1.84,ko
4.68,5.47,8.2,13.22,7.49,1.95,1.4,1.8,ko
4.74,5.76,8.16,13.21,7.51,1.96,1.4,1.86,ko
4.19,5.6,7.83,14.15,6.61,1.61,1.34,1.79,ko
5.32,5.6,7.84,14.15,6.63,1.63,1.48,1.79,ko
5.09,5.56,7.84,14.45,6.86,1.48,1.43,1.75,ko
4.98,5.56,7.82,14.35,6.24,1.48,1.43,1.5,ko
4.96,5.67,8.41,14.02,5.2,1.43,1.43,1.34,ko
4.96,5.6,8.31,14.47,5.32,1.52,1.43,1.48,ko
4.98,5.6,8.19,14.42,5.67,1.5,1.43,1.48,ko
4.94,5.58,8.37,14.45,5.55,1.5,1.43,1.47,ko
4.94,5.62,8.51,14.52,5.39,1.5,1.45,1.47,ko
4.9,5.57,8.32,14.73,5.07,1.48,1.45,1.32,ko
4.91,5.48,7.93,14.91,5.29,1.5,1.5,1.32,ko
4.51,5.45,7.87,15.28,5.29,1.5,1.34,1.32,ko
4.31,5.44,7.87,14.06,4.98,1.45,1.34,1.32,ko
4.37,3.92,6.61,11.82,5,1.14,1.34,1.16,ko
4.22,3.68,6.96,11.82,4.88,1.14,1.32,1.14,ko
4.43,4.28,6.89,11.72,5.08,1.75,1.32,1.12,ko
4.43,4.21,6.35,12.52,5,1.75,1.3,1.14,ko
4.39,3.82,6.36,12.55,5,1.79,1.45,1.22,ko
4.38,3.85,6.38,12.53,6.28,1.79,1.47,1.22,ko
4.3,3.66,6.31,12.67,6.26,1.83,1.4,1.16,ko
4.43,3.77,6.56,11.84,6.25,1.88,1.4,1.16,ko
3.29,3.75,6.62,12.5,6.24,1.92,1.22,1.16,ko
3.41,4.39,6.62,12.38,6.04,1.97,1.28,1.14,ko
3.39,4.92,6.8,12.01,6.27,2.26,1.5,1.32,ko
3.43,4.8,6.61,11.06,6.22,2.26,1.48,1.34,ko
3.36,4.75,7.2,10.63,6.52,2.16,1.53,1.16,ko
3.32,4.79,7.18,11.13,7.27,2.33,1.55,1.14,ko
3.35,4.79,6.96,11.26,8.28,2.33,1.55,1.14,ko
3.29,4.75,7.08,11.26,8.58,2.42,1.55,1.14,ko
3.35,4.81,7.12,11.07,8.67,2.46,1.53,1.12,ko
3.32,4.85,6.41,11.02,8.45,2.61,1.48,1.14,ko
3.3,4.91,6.35,10.51,8.55,2.61,1.48,1.12,ko
3.32,5.15,7.4,10.83,8.65,2.64,1.53,1.14,ko
3.05,5.6,7.55,11.27,10.28,2.67,1.48,1.12,ko
3.12,5.64,7.19,11.34,10.23,2.67,1.5,1.2,ko
2.85,5.41,7.3,11.25,10.12,2.36,1.52,1.2,ko
2.93,7.15,7.86,10.24,10.14,2.36,1.52,1.2,ko
